time,open,high,low,close
2026-04-17 04:00,4794.86,4804.52,4767.3,4802.61
2026-04-17 08:00,4802.61,4806.17,4778.36,4795.92
2026-04-17 12:00,4795.92,4847.71,4782.04,4846.02
2026-04-17 16:00,4846.02,4889.41,4834.88,4866.8
2026-04-17 20:00,4866.96,4869.62,4832.67,4833.31
2026-04-20 00:00,4774.03,4794.96,4736.76,4772.52
2026-04-20 04:00,4772.52,4814.4,4771.12,4788.95
2026-04-20 08:00,4788.95,4805.79,4779.49,4795.87
2026-04-20 12:00,4795.86,4822.0,4783.25,4803.07
2026-04-20 16:00,4803.08,4827.57,4792.42,4805.18
2026-04-20 20:00,4805.2,4821.41,4803.37,4817.11
2026-04-21 00:00,4825.03,4833.12,4816.62,4823.98
2026-04-21 04:00,4823.98,4824.5,4787.98,4789.16
2026-04-21 08:00,4789.16,4796.95,4772.41,4785.29
2026-04-21 12:00,4785.29,4797.89,4765.74,4778.4
2026-04-21 16:00,4778.39,4794.3,4708.17,4710.68
2026-04-21 20:00,4710.68,4722.1,4668.29,4713.27
2026-04-22 00:00,4725.34,4747.41,4715.41,4739.47
2026-04-22 04:00,4739.47,4764.98,4735.63,4754.6
2026-04-22 08:00,4754.6,4772.37,4751.51,4756.73
2026-04-22 12:00,4756.73,4762.5,4742.5,4744.24
2026-04-22 16:00,4744.26,4760.67,4723.56,4728.34
2026-04-22 20:00,4728.34,4749.52,4728.29,4738.63
2026-04-23 00:00,4741.44,4753.74,4693.87,4747.81
2026-04-23 04:00,4747.81,4749.89,4697.67,4704.26
2026-04-23 08:00,4704.26,4724.86,4692.11,4703.29
2026-04-23 12:00,4703.29,4743.13,4683.93,4740.0
2026-04-23 16:00,4739.99,4741.18,4715.41,4732.65
2026-04-23 20:00,4732.65,4734.49,4663.91,4690.57
2026-04-24 00:00,4695.17,4707.81,4686.56,4704.58
2026-04-24 04:00,4704.26,4711.1,4657.47,4674.2
2026-04-24 08:00,4674.52,4697.19,4666.33,4690.92
2026-04-24 12:00,4690.92,4717.37,4674.37,4700.61
2026-04-24 16:00,4700.29,4740.06,4689.44,4726.51
2026-04-24 20:00,4726.53,4730.04,4705.07,4706.96
2026-04-27 00:00,4696.81,4698.12,4671.9,4697.77
2026-04-27 04:00,4697.77,4730.12,4690.45,4724.73
2026-04-27 08:00,4724.71,4725.41,4705.07,4706.75
2026-04-27 12:00,4706.75,4712.54,4696.6,4699.25
2026-04-27 16:00,4699.25,4703.33,4667.0,4676.35
2026-04-27 20:00,4676.35,4686.11,4667.78,4679.79
2026-04-28 00:00,4682.28,4701.26,4682.08,4690.3
2026-04-28 04:00,4690.3,4691.48,4666.25,4667.53
2026-04-28 08:00,4667.52,4668.23,4614.46,4629.76
2026-04-28 12:00,4629.68,4630.09,4554.68,4593.72
2026-04-28 16:00,4593.72,4594.94,4557.07,4592.26
2026-04-28 20:00,4592.02,4601.81,4586.93,4593.15
2026-04-29 00:00,4598.37,4610.56,4587.69,4599.94
2026-04-29 04:00,4599.94,4605.91,4575.89,4605.05
2026-04-29 08:00,4605.04,4607.72,4557.28,4573.12
2026-04-29 12:00,4573.16,4580.77,4541.79,4544.99
2026-04-29 16:00,4544.98,4564.92,4510.01,4545.17
2026-04-29 20:00,4545.19,4554.5,4517.76,4541.99
2026-04-30 00:00,4539.47,4574.07,4539.46,4569.93
2026-04-30 04:00,4569.94,4582.49,4540.64,4542.18
2026-04-30 08:00,4542.17,4629.42,4541.78,4616.13
2026-04-30 12:00,4616.15,4646.76,4613.94,4639.32
2026-04-30 16:00,4639.32,4645.82,4605.15,4607.58
2026-04-30 20:00,4607.58,4627.44,4607.3,4618.54
2026-05-01 00:00,4629.12,4634.31,4618.13,4619.44
2026-05-01 04:00,4619.45,4636.11,4608.87,4608.87
2026-05-01 08:00,4608.87,4616.04,4564.82,4568.9
2026-05-01 12:00,4569.04,4607.61,4560.03,4590.89
2026-05-01 16:00,4590.89,4660.24,4586.25,4638.89
2026-05-01 20:00,4638.89,4642.76,4606.81,4613.14
2026-05-04 00:00,4625.43,4629.37,4601.73,4613.09
2026-05-04 04:00,4613.03,4618.5,4590.76,4605.71
2026-05-04 08:00,4605.72,4613.07,4573.41,4577.08
2026-05-04 12:00,4577.08,4584.53,4525.84,4568.37
2026-05-04 16:00,4568.37,4583.2,4500.48,4510.53
2026-05-04 20:00,4510.37,4531.65,4509.36,4521.51
2026-05-05 00:00,4520.31,4530.46,4513.31,4530.02
2026-05-05 04:00,4530.02,4546.74,4525.08,4533.75
2026-05-05 08:00,4533.75,4559.6,4531.09,4558.2
2026-05-05 12:00,4558.21,4574.7,4539.52,4564.56
2026-05-05 16:00,4564.56,4586.42,4553.67,4560.95
2026-05-05 20:00,4560.96,4565.82,4551.31,4556.0
2026-05-06 00:00,4552.43,4619.96,4546.15,4618.45
2026-05-06 04:00,4618.46,4653.64,4609.22,4648.71
2026-05-06 08:00,4648.7,4702.45,4644.37,4699.91
2026-05-06 12:00,4699.91,4723.11,4660.44,4682.98
2026-05-06 16:00,4682.98,4717.62,4668.52,4682.8
2026-05-06 20:00,4682.78,4700.17,4678.65,4689.35
2026-05-07 00:00,4690.49,4701.19,4685.26,4688.69
2026-05-07 04:00,4688.58,4721.7,4684.9,4696.3
2026-05-07 08:00,4696.29,4753.71,4694.5,4731.06
2026-05-07 12:00,4731.06,4752.7,4721.48,4750.19
2026-05-07 16:00,4750.19,4764.78,4704.0,4714.63
2026-05-07 20:00,4714.61,4719.52,4687.52,4702.31
2026-05-08 00:00,4693.89,4709.5,4681.51,4701.1
2026-05-08 04:00,4701.09,4732.92,4699.91,4710.81
2026-05-08 08:00,4710.81,4734.4,4696.66,4715.49
2026-05-08 12:00,4715.52,4732.03,4702.3,4724.08
2026-05-08 16:00,4724.1,4749.03,4701.82,4712.09
2026-05-08 20:00,4712.08,4729.02,4711.97,4715.0
2026-05-11 00:00,4686.85,4698.61,4670.02,4683.33
2026-05-11 04:00,4683.35,4705.44,4668.21,4671.81
2026-05-11 08:00,4671.8,4680.77,4647.75,4667.58
2026-05-11 12:00,4667.58,4701.12,4650.36,4699.73
2026-05-11 16:00,4699.73,4748.56,4698.82,4716.41
2026-05-11 20:00,4716.41,4738.43,4715.47,4736.65
2026-05-12 00:00,4740.51,4773.89,4737.41,4748.93
2026-05-12 04:00,4748.93,4755.6,4710.99,4713.96
2026-05-12 08:00,4713.96,4722.01,4686.28,4703.26
2026-05-12 12:00,4703.26,4711.59,4684.77,4705.35
2026-05-12 16:00,4705.35,4709.13,4638.17,4670.87
2026-05-12 20:00,4670.85,4719.08,4670.85,4715.33
2026-05-13 00:00,4719.96,4726.89,4711.54,4714.6
2026-05-13 04:00,4714.6,4717.15,4687.44,4699.66
2026-05-13 08:00,4699.66,4715.38,4693.54,4700.4
2026-05-13 12:00,4700.39,4710.57,4675.28,4683.48
2026-05-13 16:00,4683.49,4709.93,4669.24,4695.42
2026-05-13 20:00,4695.43,4701.33,4677.37,4688.83
2026-05-14 00:00,4693.44,4706.77,4688.76,4705.07
2026-05-14 04:00,4705.07,4712.68,4667.71,4702.34
2026-05-14 08:00,4702.36,4718.8,4685.8,4693.32
2026-05-14 12:00,4693.32,4710.04,4688.18,4704.63
2026-05-14 16:00,4704.63,4707.71,4666.4,4678.52
2026-05-14 20:00,4678.53,4682.98,4644.15,4650.31
2026-05-15 00:00,4652.69,4665.36,4613.41,4629.95
2026-05-15 04:00,4629.95,4631.57,4604.14,4605.92
2026-05-15 08:00,4605.92,4606.52,4549.48,4554.46
2026-05-15 12:00,4554.46,4572.82,4531.84,4545.65
2026-05-15 16:00,4545.69,4566.55,4511.34,4544.35
2026-05-15 20:00,4544.33,4564.47,4532.98,4538.2
2026-05-18 00:00,4544.84,4555.06,4480.05,4514.96
2026-05-18 04:00,4514.95,4549.99,4489.39,4540.42
2026-05-18 08:00,4540.43,4559.97,4529.5,4550.07
2026-05-18 12:00,4550.08,4574.8,4529.73,4571.17
2026-05-18 16:00,4571.16,4584.17,4531.46,4550.22
2026-05-18 20:00,4550.21,4566.65,4533.95,4563.62
2026-05-19 00:00,4570.21,4589.11,4561.08,4562.99
2026-05-19 04:00,4562.89,4572.33,4537.62,4542.5
2026-05-19 08:00,4542.5,4559.34,4530.58,4542.5
2026-05-19 12:00,4542.51,4548.1,4525.44,4536.91
2026-05-19 16:00,4536.85,4537.16,4464.46,4507.4
2026-05-19 20:00,4507.69,4511.08,4480.65,4482.99
2026-05-20 00:00,4484.39,4508.96,4476.87,4501.02
2026-05-20 04:00,4501.02,4506.14,4453.25,4461.82
2026-05-20 08:00,4461.82,4490.14,4461.1,4483.82
2026-05-20 12:00,4483.81,4505.41,4472.54,4495.96
2026-05-20 16:00,4495.95,4552.92,4466.96,4534.04
2026-05-20 20:00,4534.16,4550.29,4528.24,4542.86
2026-05-21 00:00,4544.48,4553.5,4534.39,4545.3
2026-05-21 04:00,4545.33,4570.64,4526.86,4538.48
2026-05-21 08:00,4538.48,4540.5,4511.38,4532.24
2026-05-21 12:00,4532.21,4542.78,4501.5,4504.18
2026-05-21 16:00,4504.18,4520.67,4488.54,4519.48
2026-05-21 20:00,4519.48,4559.32,4513.83,4540.44
2026-05-22 00:00,4544.74,4545.14,4525.29,4526.45
2026-05-22 04:00,4526.45,4536.19,4518.0,4527.3
2026-05-22 08:00,4527.31,4534.28,4507.07,4521.59
2026-05-22 12:00,4521.58,4536.82,4509.78,4527.75
2026-05-22 16:00,4527.92,4534.36,4491.22,4514.57
2026-05-22 20:00,4514.61,4527.87,4503.98,4506.78
2026-05-25 00:00,4550.42,4579.71,4548.27,4569.36
2026-05-25 04:00,4569.38,4576.23,4556.43,4564.8
2026-05-25 08:00,4564.8,4566.14,4550.28,4556.19
2026-05-25 12:00,4556.19,4576.99,4552.67,4567.73
2026-05-25 16:00,4567.72,4574.88,4559.89,4573.29
2026-05-25 20:00,4573.3,4577.93,4562.98,4570.42
2026-05-26 00:00,4571.07,4580.38,4539.09,4549.56
2026-05-26 04:00,4549.56,4550.0,4523.09,4525.18
2026-05-26 08:00,4525.18,4538.94,4519.76,4523.48
2026-05-26 12:00,4523.49,4540.82,4500.28,4520.03
2026-05-26 16:00,4520.03,4531.43,4499.41,4504.75
2026-05-26 20:00,4504.76,4510.56,4482.08,4506.53
2026-05-27 00:00,4500.89,4527.79,4494.11,4514.91
2026-05-27 04:00,4514.91,4521.12,4495.62,4509.89
2026-05-27 08:00,4509.89,4513.98,4475.55,4497.57
2026-05-27 12:00,4497.58,4497.9,4424.6,4438.42
2026-05-27 16:00,4438.42,4455.41,4401.19,4450.48
2026-05-27 20:00,4450.49,4458.85,4441.27,4454.22
2026-05-28 00:00,4456.35,4462.36,4443.24,4456.82
2026-05-28 04:00,4456.82,4458.71,4366.04,4372.75
2026-05-28 08:00,4372.75,4396.28,4366.9,4386.95
2026-05-28 12:00,4386.93,4433.76,4374.95,4431.92
2026-05-28 16:00,4431.92,4511.11,4418.01,4510.97
2026-05-28 20:00,4510.97,4516.53,4494.71,4495.96
2026-05-29 00:00,4497.2,4500.51,4488.44,4496.18
2026-05-29 04:00,4496.18,4520.8,4491.82,4513.87
2026-05-29 08:00,4513.85,4526.26,4502.53,4514.64
2026-05-29 12:00,4514.96,4543.34,4512.39,4523.0
2026-05-29 16:00,4523.02,4595.22,4516.78,4566.58
2026-05-29 20:00,4566.59,4568.58,4541.15,4541.81
2026-06-01 00:00,4520.73,4546.09,4519.5,4540.77
2026-06-01 04:00,4540.77,4541.11,4508.25,4514.56
2026-06-01 08:00,4514.56,4525.23,4490.23,4498.07
2026-06-01 12:00,4498.05,4512.95,4488.78,4501.95
2026-06-01 16:00,4501.94,4503.93,4447.24,4480.16
2026-06-01 20:00,4480.15,4495.42,4471.2,4483.88
2026-06-02 00:00,4483.1,4497.08,4476.41,4481.17
2026-06-02 04:00,4481.17,4518.23,4462.72,4517.42
2026-06-02 08:00,4517.43,4541.44,4514.8,4526.71
2026-06-02 12:00,4526.71,4535.79,4513.23,4514.68
2026-06-02 16:00,4514.68,4524.85,4486.08,4491.97
2026-06-02 20:00,4491.97,4493.16,4478.54,4488.67
2026-06-03 00:00,4490.27,4496.81,4461.87,4486.21
2026-06-03 04:00,4485.98,4488.44,4463.25,4469.43
2026-06-03 08:00,4469.44,4474.25,4439.91,4443.75
2026-06-03 12:00,4443.75,4468.03,4438.39,4459.97
2026-06-03 16:00,4459.97,4466.01,4426.32,4441.6
2026-06-03 20:00,4441.59,4452.29,4431.25,4431.25
2026-06-04 00:00,4432.04,4465.22,4423.07,4448.16
2026-06-04 04:00,4448.15,4483.96,4442.94,4481.09
2026-06-04 08:00,4481.09,4482.47,4458.19,4463.24
2026-06-04 12:00,4463.24,4514.39,4460.76,4503.76
2026-06-04 16:00,4503.77,4515.45,4456.99,4482.38
2026-06-04 20:00,4482.39,4483.43,4472.5,4474.66
2026-06-05 00:00,4473.73,4481.43,4450.43,4459.05
2026-06-05 04:00,4459.05,4470.24,4435.04,4444.7
2026-06-05 08:00,4444.71,4468.46,4428.53,4462.79
2026-06-05 12:00,4462.79,4475.89,4404.82,4406.21
2026-06-05 16:00,4406.23,4421.11,4322.95,4344.58
2026-06-05 20:00,4344.58,4347.38,4311.6,4327.36
2026-06-08 00:00,4320.39,4353.63,4310.09,4341.96
2026-06-08 04:00,4341.96,4345.87,4299.91,4312.41
2026-06-08 08:00,4312.41,4317.05,4268.44,4288.9
2026-06-08 12:00,4288.9,4339.53,4272.66,4333.12
2026-06-08 16:00,4333.12,4346.67,4314.41,4340.61
2026-06-08 20:00,4340.61,4346.15,4323.22,4327.23
2026-06-09 00:00,4326.67,4328.91,4312.69,4319.57
2026-06-09 04:00,4319.56,4342.22,4318.39,4332.01
2026-06-09 08:00,4332.02,4351.55,4321.01,4326.34
2026-06-09 12:00,4326.34,4344.39,4323.81,4341.08
2026-06-09 16:00,4341.08,4363.39,4236.47,4251.98
2026-06-09 20:00,4251.67,4274.22,4249.65,4258.18
